id,original_title,release_date,title,vote_average,combination
32077,True Confessions,1981-09-25,True Confessions,5.6,cop priest robertdeniro robertduvall charlesdurning ulugrosbard ulugrosbard Crime Drama
36669,Die Another Day,2002-11-17,Die Another Day,5.8,laser britishsecretservic secretserviceag piercebrosnan halleberry rosamundpike leetamahori leetamahori Adventure Action Thriller
17187,The Emperor's Club,2002-11-22,The Emperor's Club,6.9,kevinkline emilehirsch embethdavidtz michaelhoffman michaelhoffman Drama Romance
10426,Friday After Next,2002-11-22,Friday After Next,6.0,guard shoppingmal thief drug icecube mikeepps johnwitherspoon marcusraboy marcusraboy Comedy
32625,Personal Velocity,2002-01-01,Personal Velocity,5.0,womandirector kyrasedgwick parkerposey fairuzabalk rebeccamiller rebeccamiller Drama
8198,The Quiet American,2002-11-22,The Quiet American,6.5,terror journalist lover(female) saigon indochina michaelcaine brendanfraser đỗthịhảiyến phillipnoyce phillipnoyce Drama Action Thriller Romance
64,Hable con ella,2002-03-14,Talk to Her,7.5,suicid spain rape coma bullfight journalist sexualabus dyinganddeath theatremilieu friendship carcrash hospit pregnanc leonorwatling rosarioflores javiercámara pedroalmodóvar pedroalmodóvar Drama Romance
13376,Eight Crazy Nights,2002-11-27,Eight Crazy Nights,5.3,holiday music beer basketbal whiskey jewish drug twin mall adultanim christma adamsandler jackiesandler kevinnealon sethkearsley sethkearsley Comedy Animation
15074,Extreme Ops,2002-11-27,Extreme Ops,5.0,ski devonsawa bridgettewilson rufussewell christianduguay christianduguay Action Adventure Drama Thriller
2103,Solaris,2002-11-27,Solaris,5.9,clone lossofsenseofr hallucin spacetravel grief space psychologist outerspac astronaut lossoflovedon spacest georgeclooney nataschamcelhone violadavis stevensoderbergh stevensoderbergh Drama Science Fiction Mystery Romance
9016,Treasure Planet,2002-11-26,Treasure Planet,7.2,cyborg basedonnovel spacemarin mutini lossoffath map pirategang treasurehunt littleboy space alien anim money treasuremap planet troubledteen josephgordon-levitt brianmurray davidhydepierce ronclements ronclements Adventure Animation Family Fantasy Science Fiction
16028,They,2002-11-01,They,4.6,suicid asylum nightmar dark supernatur suspens lauraregan marcblucas ethanembry robertharmon robertharmon Horror Thriller
20992,Брат,1997-01-01,Brother,6.9,russian gangster sergeibodrovjr. svetlanapismichenko mariyazhukova alekseybalabanov alekseybalabanov Action Crime Thriller
25239,Day of the Woman,1978-11-02,I Spit on Your Grave,5.8,rape castrat reveng suspens blood gangrap cruelti hang cultfilm rapeandreveng videonasti camillekeaton erontabor richardpace meirzarchi meirzarchi Horror Thriller
25284,The Last Seduction,1994-05-26,The Last Seduction,6.7,femmefatal money drug loanshark neo-noir lindafiorentino billpullman peterberg johndahl johndahl Thriller Mystery Romance
14433,Zulu,1964-01-22,Zulu,7.4,africa southafrica britisharmi britishempir mixedmartialart violenc attemptedrap cultfilm stanleybaker jackhawkins ullajacobsson cyendfield cyendfield Action Drama History War
9932,Analyze That,2002-12-06,Analyze That,5.7,prison gold therapist gangster robertdeniro billycrystal lisakudrow haroldramis haroldramis Comedy Crime
13369,Empire,2002-12-06,Empire,6.4,independentfilm johnleguizamo petersarsgaard deniserichards franc.reyes franc.reyes Action Drama
2757,Adaptation.,2002-12-06,Adaptation.,7.3,allig marriagecrisi writer'sblock orchid nicolascage merylstreep chriscooper spikejonze spikejonze Comedy Crime Drama
7299,Equilibrium,2002-12-06,Equilibrium,6.9,resist fascism totalitarianregim destroy phase dystopia bookburn outlaw governmentag christianbale tayediggs emilywatson kurtwimmer kurtwimmer Action Science Fiction Thriller
4241,ビジターQ,2001-03-17,Visitor Q,6.7,rape sexualabus marriedcoupl long knife marriagecrisi necrophilia sodomi independentfilm sexualharass sexualviol psychopathi ken'ichiendô shungikuuchida kazushiwatanabe takashimiike takashimiike Comedy Drama Horror Thriller
37335,Les uns et les autres,1981-05-27,Bolero: Dance of Life,7.4,music roberthossein nicolegarcia geraldinechaplin claudelelouch claudelelouch Drama
35343,Varning för Jönssonligan,1981-12-04,Varning för Jönssonligan,5.8,crimin göstaekman ulfbrunnberg nilsbrandt jonascornell jonascornell Comedy
30142,"Vernon, Florida",1981-10-08,"Vernon, Florida",6.9,albertbitterling roscoecollins georgeharris errolmorris errolmorris Documentary
17360,Escape to Victory,1981-06-17,Escape to Victory,6.7,escap nazigermani soccer michaelcaine sylvesterstallone maxvonsydow johnhuston johnhuston Action Drama
76397,Zoot Suit,1981-10-02,Zoot Suit,6.9,music mexicanamerican sanquentin edwardjamesolmos charlesaidman tynedaly luisvaldez luisvaldez Drama Music
40952,Alone in the Dark,1982-11-12,Alone in the Dark,5.5,nuditi blackout sieg reveng murder independentfilm escap mentalinstitut maniac mentalil meatcleav escapedmentalpati jackpalance donaldpleasence martinlandau jacksholder jacksholder Horror Thriller
41760,Author! Author!,1982-06-18,Author! Author!,5.6,marriag children playwright alpacino dyancannon tuesdayweld arthurhiller arthurhiller Comedy Drama Romance
45840,Best Friends,1982-12-17,Best Friends,5.3,write burtreynolds goldiehawn jessicatandy normanjewison normanjewison Comedy Romance
16363,The Best Little Whorehouse in Texas,1982-07-23,The Best Little Whorehouse in Texas,5.9,brothel corset crusad music governor basedonplayormus tvreport madam swear burtreynolds dollyparton domdeluise colinhiggins colinhiggins Comedy
42124,Burden of Dreams,1982-05-30,Burden of Dreams,7.7,filmmak wernerherzog klauskinski claudiacardinale lesblank lesblank Documentary
25297,Cannery Row,1982-02-12,Cannery Row,5.5,canneri nicknolte debrawinger audralindley davids.ward davids.ward Drama
67772,"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean",1982-11-12,"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean",4.9,texa independentfilm flashback cher sandydennis karenblack robertaltman robertaltman Comedy Drama
17590,Deathtrap,1982-03-19,Deathtrap,6.7,murder suspens playwright michaelcaine christopherreeve dyancannon sidneylumet sidneylumet Comedy Crime Drama Mystery Romance Thriller
28940,Eating Raoul,1982-03-24,Eating Raoul,7.0,restaur murder swinger cannib paulbartel maryworonov susansaiger paulbartel paulbartel Comedy Horror
13497,Drumline,2002-12-13,Drumline,6.2,fraternityiniti televisionbroadcast nickcannon zoesaldana orlandojones charlesstoneiii charlesstoneiii Drama Romance Comedy Music
11852,The Hot Chick,2002-12-13,The Hot Chick,5.5,sexualident sex ident humanbodi friendship jewelri shoppingmal thief breast gatekeep body-swap robschneider rachelmcadams annafaris tombrady tombrady Comedy Fantasy
7303,Maid in Manhattan,2002-12-13,Maid in Manhattan,5.6,hotel politician mistakenident maid classdiffer singlemoth publicrel wealthdiffer jenniferlopez ralphfiennes natasharichardson waynewang waynewang Comedy Drama Romance
201,Star Trek: Nemesis,2002-12-13,Star Trek: Nemesis,6.1,clone assassin ambush feder starfleet enterprise- android senat selfsacrific telepathi weapon romulan spaceopera patrickstewart jonathanfrakes brentspiner stuartbaird stuartbaird Science Fiction Action Adventure Thriller
2755,About Schmidt,2002-12-13,About Schmidt,6.7,wifehusbandrelationship jacknicholson kathybates hopedavis alexanderpayne alexanderpayne Drama Comedy
21868,Evelyn,2002-12-13,Evelyn,6.5,christma piercebrosnan sophievavasseur aidanquinn bruceberesford bruceberesford Drama
10856,Intacto,2001-11-06,Intacto,6.7,gambl casino robberi fight nuditi earthquak survivor love thief murder independentfilm money fate crash game destini luck dead leonardosbaraglia eusebioponcela mónicalópez juancarlosfresnadillo juancarlosfresnadillo Action Comedy Drama Romance Science Fiction Thriller
121,The Lord of the Rings: The Two Towers,2002-12-18,The Lord of the Rings: The Two Towers,8.0,elv orc middle-earth(tolkien) hobbit basedonnovel explos cave fort armi mission attack guid wizard ring swordandsorceri elijahwood ianmckellen viggomortensen peterjackson peterjackson Adventure Fantasy Action
1429,25th Hour,2002-12-16,25th Hour,7.2,prison prison dream drugdeal nightclub americandream malefriendship melancholi girlfriend friendship aftercreditssting edwardnorton philipseymourhoffman barrypepper spikelee spikelee Crime Drama
13435,Antwone Fisher,2002-12-19,Antwone Fisher,6.7,u.s.navi biographi derekluke malcolmdavidkelley coryhodges denzelwashington denzelwashington Drama Romance
3131,Gangs of New York,2002-12-14,Gangs of New York,7.1,fire irish-american immigr gangwar pickpocket ship gangofthiev butcher pig armi rescu gang leonardodicaprio danielday-lewis camerondiaz martinscorsese martinscorsese Drama History Crime
2642,Two Weeks Notice,2002-12-19,Two Weeks Notice,5.9,sandrabullock hughgrant aliciawitt marclawrence marclawrence Comedy Romance
14317,The Wild Thornberrys Movie,2002-12-20,The Wild Thornberrys Movie,5.8,sistersisterrelationship safari wildlif baboon chimpanze womandirector laceychabert tomkane creesummer cathymalkasian cathymalkasian Animation Adventure Family
11022,Narc,2002-01-14,Narc,6.8,investig internalaffair narcoticscop jasonpatric rayliotta chimcbride joecarnahan joecarnahan Action Crime Drama Thriller
24249,Bad Influence,1990-03-09,Bad Influence,5.8,jealousi underground erotic nuditi sociopath drug stranger club neo-noir roblowe jamesspader lisazane curtishanson curtishanson Thriller
9491,Blue Steel,1990-03-16,Blue Steel,5.4,fight wrongaccus lover weapon psychopath womandirector jamieleecurtis ronsilver clancybrown kathrynbigelow kathrynbigelow Thriller
2149,Body of Evidence,1993-01-15,Body of Evidence,4.5,sex infidel erotic nuditi seduct murder drug neo-noir madonna willemdafoe juliannemoore uliedel uliedel Drama Thriller Romance
20139,The Children's Hour,1961-01-01,The Children's Hour,7.5,lesbianrelationship lgbt audreyhepburn shirleymaclaine jamesgarner williamwyler williamwyler Drama
19067,The Duellists,1977-08-31,The Duellists,7.1,fenc russianfront napoleonicwar pistolduel swordduel keithcarradine harveykeitel albertfinney ridleyscott ridleyscott Drama War
53712,A Kiss Before Dying,1956-06-12,A Kiss Before Dying,7.1,murder pregnanc classicnoir robertwagner jeffreyhunter virginialeith gerdoswald gerdoswald Drama Thriller Crime Mystery Romance
14931,Miami Blues,1990-04-20,Miami Blues,5.7,miami assault thief falseteeth alecbaldwin jenniferjasonleigh fredward georgearmitage georgearmitage Action Crime Drama Thriller
11317,My Girl 2,1994-02-11,My Girl 2,5.4,holiday lossofmoth research cousin spring uncl essay danaykroyd jamieleecurtis annachlumsky howardzieff howardzieff Comedy Drama Family Romance
4032,My Girl,1991-11-27,My Girl,7.0,neighbor makeupartist camper cosmetologist tuba annachlumsky macaulayculkin danaykroyd howardzieff howardzieff Comedy Drama Family
8392,となりのトトロ,1988-04-16,My Neighbor Totoro,8.0,japan mother sistersisterrelationship supernaturalpow leav villag hospit newneighbor move newhom magicalcreatur anim norikohidaka hitoshitakagi chikasakamoto hayaomiyazaki hayaomiyazaki Fantasy Animation Family
16938,Black Christmas,1974-10-11,Black Christmas,6.8,winter murder slasher pranktelephonecal christmashorror sororityhous canuxploit christma proto-slash oliviahussey keirdullea margotkidder bobclark bobclark Horror Mystery Thriller
21143,The Day of the Triffids,1962-07-01,The Day of the Triffids,6.1,londonengland basedonnovel plant giantplant alienlife-form meteor independentfilm alieninvas blind maneatingpl howardkeel nicolemaurey janettescott stevesekely stevesekely Horror Science Fiction Thriller
4561,Histoire d'O,1975-08-28,The Story of O,5.7,erotic sadomasoch bdsm eroticmovi corinnecléry udokier alainnoury justjaeckin justjaeckin Drama
4435,अशोक,2001-09-13,Asoka,5.8,buddhism emperor command india ancientworld shahrukhkhan kareenakapoor ajithkumar santoshsivan santoshsivan Drama History
16993,Fat City,1972-07-26,Fat City,7.0,transport boxer boxingmatch sport gritti over-the-hillfight stacykeach jeffbridges susantyrrell johnhuston johnhuston Drama
640,Catch Me If You Can,2002-12-25,Catch Me If You Can,7.7,conman biographi fbiag bankfraud inspiredbyatruestori leonardodicaprio tomhanks christopherwalken stevenspielberg stevenspielberg Drama Crime
1574,Chicago,2002-12-26,Chicago,6.9,chicago basedonplayormus catherinezeta-jones renéezellweger queenlatifah robmarshall robmarshall Action Comedy Crime Drama Music
590,The Hours,2002-12-27,The Hours,7.0,londonengland suicid gay poetri aid drown depress home wayoflif self-destruct provinc literatur empower countrylif family'sdailylif senseoflif homeless leavingone'sfamili delus nicolekidman juliannemoore merylstreep stephendaldry stephendaldry Drama
13560,Max,2002-09-10,Max,6.2,infidel controversi johncusack noahtaylor leeleesobieski mennomeyjes mennomeyjes War Drama
29339,Nicholas Nickleby,2002-12-27,Nicholas Nickleby,6.8,charliehunnam nathanlane jimbroadbent douglasmcgrath douglasmcgrath Adventure Drama Action Family
423,The Pianist,2002-09-24,The Pianist,8.1,individu resist radiost warcrim lossoffamili childmurder hunger worldwarii prisonersofwar homeland deport hidingplac jewpersecut liber warsawghetto polishresist nazi biographi classicalmus panzer pianist adrienbrody thomaskretschmann frankfinlay romanpolanski romanpolanski Drama War
28679,La casa sperduta nel parco,1980-11-06,House on the Edge of the Park,5.8,rape horror violenc videonasti foreign davidhess anniebelle giovannilombardoradice ruggerodeodato ruggerodeodato Horror Thriller
262,The King of Comedy,1982-12-18,The King of Comedy,7.6,prison showbusi entertain fbi blackmail tvshow public studio receptionist robertdeniro jerrylewis diahnneabbott martinscorsese martinscorsese Comedy Drama
4912,Confessions of a Dangerous Mind,2002-12-30,Confessions of a Dangerous Mind,6.6,microfilm biographi silenc intrigu samrockwell drewbarrymore juliaroberts georgeclooney georgeclooney Comedy Crime Drama Romance Thriller
4912,Confessions of a Dangerous Mind,2002-12-30,Confessions of a Dangerous Mind,6.6,microfilm biographi silenc intrigu samrockwell drewbarrymore juliaroberts georgeclooney georgeclooney Comedy Crime Drama Romance Thriller
4912,Confessions of a Dangerous Mind,2002-12-30,Confessions of a Dangerous Mind,6.6,microfilm biographi silenc intrigu samrockwell drewbarrymore juliaroberts georgeclooney georgeclooney Comedy Crime Drama Romance Thriller
4912,Confessions of a Dangerous Mind,2002-12-30,Confessions of a Dangerous Mind,6.6,microfilm biographi silenc intrigu samrockwell drewbarrymore juliaroberts georgeclooney georgeclooney Comedy Crime Drama Romance Thriller
4912,Confessions of a Dangerous Mind,2002-12-30,Confessions of a Dangerous Mind,6.6,microfilm biographi silenc intrigu samrockwell drewbarrymore juliaroberts georgeclooney georgeclooney Comedy Crime Drama Romance Thriller
4912,Confessions of a Dangerous Mind,2002-12-30,Confessions of a Dangerous Mind,6.6,microfilm biographi silenc intrigu samrockwell drewbarrymore juliaroberts georgeclooney georgeclooney Comedy Crime Drama Romance Thriller
4912,Confessions of a Dangerous Mind,2002-12-30,Confessions of a Dangerous Mind,6.6,microfilm biographi silenc intrigu samrockwell drewbarrymore juliaroberts georgeclooney georgeclooney Comedy Crime Drama Romance Thriller
4912,Confessions of a Dangerous Mind,2002-12-30,Confessions of a Dangerous Mind,6.6,microfilm biographi silenc intrigu samrockwell drewbarrymore juliaroberts georgeclooney georgeclooney Comedy Crime Drama Romance Thriller
23626,Blue Collar Comedy Tour: The Movie,2003-03-28,Blue Collar Comedy Tour: The Movie,6.0,stand-upcomedi redneck jefffoxworthy ronwhite larrythecableguy c.b.harding c.b.harding Comedy Documentary
